Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
MLB,C.J. Mosley,BAL,26,4,15,15,0,0,0,0,0,0,0,0,0,0,0,70,0.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm,MoslC.00
LB,Luke Kuechly,CAR,27,6,16,16,0,0,0,0,0,0,0,0,0,0,0,93,2.0,1,AP: 1st Tm PFF: 1st Tm SN: 1st Tm,KuecLu00
LB,Leighton Vander Esch,DAL,21,Rook,16,11,0,0,0,0,0,0,0,0,0,0,0,102,0.0,2,AP: 2nd Tm PFF: 2nd Tm,VandLe00
LB,Zach Brown,WAS,29,6,16,12,0,0,0,0,0,0,0,0,0,0,0,69,1.0,0,PFF: 2nd Tm,BrowZa00
CB,Kyle Fuller,CHI,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,45,0.0,7,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,FullKy00
CB,Stephon Gilmore,NWE,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,40,1.0,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,GilmSt00
CB,Byron Jones,DAL,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,56,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm,JoneBy00
CB,Patrick Peterson,ARI,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,45,1.0,2,PFF: 2nd Tm SN: 1st Tm,PetePa00
CB,Xavien Howard,MIA,25,2,12,12,0,0,0,0,0,0,0,0,0,0,0,25,0.0,7,FW: 1st Tm All-Conf. AP: 2nd Tm,HowaXa00
DB,Desmond King,LAC,24,1,16,8,0,0,0,0,0,0,0,0,0,0,0,47,0.0,3,AP: 1st Tm AP: 2nd Tm PFF: 1st Tm,KingDe01
DB,Kareem Jackson,HOU,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,70,1.0,2,PFF: 2nd Tm,JackKa99
S,Eddie Jackson,CHI,25,1,14,14,0,0,0,0,0,0,0,0,0,0,0,41,1.0,6,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,JackEd01
S,Derwin James,LAC,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,75,3.5,3,FW: 1st Tm All-Conf. AP: 2nd Tm AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,JameDe00
S,Jamal Adams,NYJ,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,86,3.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,AdamJa00
S,Harrison Smith,MIN,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,67,3.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm,SmitHa00
S,Kevin Byard,TEN,25,2,16,16,1,1,66,1,0,0,0,0,0,0,0,62,2.0,4,PFF: 2nd Tm,ByarKe01
K,Wil Lutz,NOR,24,2,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,PFF: 2nd Tm,LutzWi00
P,Michael Dickson,SEA,22,Rook,16,0,0,0,0,0,0,1,9,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,DickMi00
P,Thomas Morstead,NOR,32,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 1st Tm,MorsTh00
P,Brett Kern,TEN,32,10,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf.,KernBr20
P,Johnny Hekker,LAR,28,6,16,0,2,4,19,0,0,1,3,0,0,0,0,1,0.0,0,AP: 2nd Tm PFF: 2nd Tm,HekkJo00
PR,Tarik Cohen,CHI,23,1,16,7,1,1,1,1,0,99,444,3,71,725,5,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,CoheTa00
KR,Andre Roberts,NYJ,30,8,16,1,0,0,0,0,0,2,20,0,10,79,1,0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,RobeAn00
KR,Richie James,SFO,23,Rook,13,2,0,0,0,0,0,0,0,0,9,130,1,1,0.0,0,FW: 1st Tm All-Conf.,JameRi00
KR,Tremon Smith,KAN,22,Rook,14,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,PFF: 2nd Tm,SmitTr04
KR,Cordarrelle Patterson,NWE,27,5,15,5,0,0,0,0,0,42,228,1,21,247,3,1,0.0,0,AP: 2nd Tm,PattCo00
ST,Adrian Phillips,LAC,26,4,16,7,0,0,0,0,0,0,0,0,0,0,0,65,0.0,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,PhilAd00
ST,Albert McClellan,2TM,32,7,13,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,PFF: 1st Tm,McClAl00
ST,Cory Littleton,LAR,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,90,4.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,LittCo01
PK,Aldrick Rosas,NYG,24,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,RosaAl00
PK,Justin Tucker,BAL,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,TuckJu00
