Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
P,Sam Koch,BAL,33,9,16,0,1,1,-3,0,0,1,7,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,KochSa20
P,Brett Kern,TEN,29,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 2nd Tm,KernBr20
PR,Darren Sproles,PHI,32,10,16,4,0,0,0,0,0,83,317,3,55,388,1,0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm SN: 1st Tm,SproDa00
PR,Jarvis Landry,MIA,23,1,16,14,1,1,9,0,0,18,113,1,110,1157,4,0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,LandJa00
KR,Cordarrelle Patterson,MIN,24,2,16,1,0,0,0,0,0,2,15,0,2,10,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,PattCo00
KR,Tyler Lockett,SEA,23,Rook,16,8,0,0,0,0,0,5,20,0,51,664,6,1,0.0,0,AP: 1st Tm PFF: 2nd Tm,LockTy00
KR,Taiwan Jones,OAK,27,4,12,0,0,0,0,0,0,16,74,0,7,106,1,5,0.0,0,FW: 1st Tm All-Conf.,JoneTa00
KR,Benny Cunningham,STL,25,2,16,1,0,0,0,0,0,37,140,0,26,250,0,3,0.0,0,PFF: 2nd Tm,CunnBe01
ST,Justin Bethel,ARI,25,3,16,5,0,0,0,0,0,0,0,0,0,0,0,44,0.0,2,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 2nd Tm,BethJu00
ST,Michael Thomas,MIA,25,2,16,13,0,0,0,0,0,0,0,0,0,0,0,66,0.0,0,PFF: 1st Tm,ThomMi02
ST,Matthew Slater,NWE,30,7,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0,FW: 1st Tm All-Conf.,SlatMa00
PK,Stephen Gostkowski,NWE,31,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,GostSt20
PK,Dan Bailey,DAL,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,BailDa00
