Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
G,Mike Iupati,SFO,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,IupaMi20
G,Marshal Yanda,BAL,28,5,14,14,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 1st Tm,YandMa20
G,Jahri Evans,NOR,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm SN: 1st Tm,EvanJa21
G,Logan Mankins,NWE,30,7,10,10,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,MankLo20
C,John Sullivan,MIN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 1st Tm,SullJo24
C,Maurkice Pouncey,PIT,23,2,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm SN: 1st Tm,PounMa20
C,Max Unger,SEA,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm PFF: 2nd Tm,UngeMa20
C,Chris Myers,HOU,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,MyerCh20
RG,Alex Boone,SFO,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,PFF: 2nd Tm,BoonAl21
RT,Andre Smith,CIN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 1st Tm,SmitAn23
RT,Sebastian Vollmer,NWE,28,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 2nd Tm,VollSe20
DE,J.J. Watt,HOU,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,69,20.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,WattJ.00
DE,Cameron Wake,MIA,30,3,16,16,0,0,0,0,0,0,0,0,0,0,0,38,15.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,WakeCa00
DE,Julius Peppers,CHI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,32,11.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm,PeppJu99
DE,Jared Allen,MIN,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,36,12.0,0,FW: 1st Tm All-Conf.,AlleJa22
DT,Geno Atkins,CIN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,39,12.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,AtkiGe99
DT,Vince Wilfork,NWE,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,29,3.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,WilfVi20
DT,Justin Smith,SFO,33,11,14,14,0,0,0,0,0,0,0,0,0,0,0,47,3.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,SmitJu20
DT,Gerald McCoy,TAM,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,23,5.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,McCoGe99
DT,Muhammad Wilkerson,NYJ,23,1,16,15,0,0,0,0,0,0,0,0,0,0,0,36,5.0,0,PFF: 2nd Tm,WilkMu00
DT,Ndamukong Suh,DET,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,24,8.0,0,AP: 2nd Tm,SuhxNd99
DT,Haloti Ngata,BAL,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,33,5.0,0,AP: 2nd Tm,NgatHa20
OLB,Von Miller,DEN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,55,18.5,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,MillVo00
OLB,Aldon Smith,SFO,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,50,19.5,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,SmitAl04
OLB,Jerod Mayo,NWE,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,88,3.0,1,FW: 1st Tm All-Conf. PFF: 1st Tm,MayoJe99
OLB,DeMarcus Ware,DAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,33,11.5,0,AP: 2nd Tm SN: 1st Tm,WareDe99
OLB,Clay Matthews,GNB,26,3,12,12,0,0,0,0,0,0,0,0,0,0,0,32,13.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,MattCl99
OLB,Kevin Burnett,MIA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,80,2.5,0,PFF: 2nd Tm,BurnKe20
OLB,Ahmad Brooks,SFO,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,36,6.5,1,AP: 2nd Tm,BrooAh21
OLB,Chad Greenway,MIN,29,5,16,16,0,0,0,0,0,0,0,0,0,0,0,98,3.0,1,AP: 2nd Tm,GreeCh99
ILB,NaVorro Bowman,SFO,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,96,2.0,1,AP: 1st Tm,BowmNa99
ILB,Daryl Washington,ARI,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,108,9.0,1,AP: 2nd Tm PFF: 2nd Tm,WashDa99
ILB,London Fletcher,WAS,37,14,16,16,0,0,0,0,0,0,0,0,0,0,0,78,3.0,5,AP: 2nd Tm,FletLo20
ILB,Bobby Wagner,SEA,22,Rook,16,15,0,0,0,0,0,0,0,0,0,0,0,87,2.0,3,PFF: 2nd Tm,WagnBo00
MLB,Patrick Willis,SFO,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,88,0.5,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,WillPa98
MLB,Derrick Johnson,KAN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,109,2.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,JohnDe25
CB,Charles Tillman,CHI,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,75,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,TillCh20
CB,Richard Sherman,SEA,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,54,1.0,8,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,SherRi00
CB,Casey Hayward,GNB,23,Rook,16,7,0,0,0,0,0,0,0,0,0,0,0,40,0.0,6,PFF: 1st Tm,HaywCa00
CB,Champ Bailey,DEN,34,13,16,15,0,0,0,0,0,0,0,0,0,0,0,61,0.0,2,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,BailCh00
CB,Antonio Cromartie,NYJ,28,6,16,16,0,0,0,0,0,0,0,0,1,-2,0,30,0.0,3,FW: 1st Tm All-Conf. PFF: 2nd Tm,CromAn20
CB,Tim Jennings,CHI,29,6,14,14,0,0,0,0,0,0,0,0,0,0,0,55,0.0,9,AP: 2nd Tm,JennTi20
CB,Antoine Winfield,MIN,35,13,16,15,0,0,0,0,0,0,0,0,0,0,0,72,0.5,3,PFF: 2nd Tm,WinfAn20
SS,Reshad Jones,MIA,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,73,1.0,4,PFF: 2nd Tm,JoneRe99
FS,Devin McCourty,NWE,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,63,0.0,5,PFF: 2nd Tm,McCoDe99
S,Earl Thomas,SEA,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,42,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,ThomEa99
S,Jairus Byrd,BUF,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,53,0.0,5,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,ByrdJa99
S,Eric Weddle,SDG,27,5,16,16,0,0,0,0,0,2,10,0,0,0,0,83,1.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 1st Tm,WeddEr99
S,Dashon Goldson,SFO,28,5,16,16,0,0,0,0,0,1,31,0,0,0,0,55,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm,GoldDa99
P,Andy Lee,SFO,30,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,LeexAn20
P,Thomas Morstead,NOR,26,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,AP: 2nd Tm PFF: 1st Tm SN: 1st Tm,MorsTh00
P,Dustin Colquitt,KAN,30,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,ColqDu20
PR,Leodis McKelvin,BUF,27,4,13,4,0,0,0,0,0,0,0,0,0,0,0,20,0.0,1,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,McKeLe99
PR,Dwayne Harris,DAL,25,1,16,0,0,0,0,0,0,0,0,0,17,222,1,2,0.0,0,FW: 1st Tm All-Conf.,HarrDw00
KR,Jacoby Jones,BAL,28,5,16,3,0,0,0,0,0,1,6,0,30,406,1,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,JoneJa03
KR,Leon Washington,SEA,30,6,16,0,0,0,0,0,0,23,83,1,4,31,0,0,0.0,0,FW: 1st Tm All-Conf.,WashLe00
KR,David Wilson,NYG,21,Rook,16,2,0,0,0,0,0,71,358,4,4,34,1,0,0.0,0,AP: 2nd Tm,WilsDa01
ST,Matthew Slater,NWE,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm,SlatMa00
ST,Ashlee Palmer,DET,26,3,16,2,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0,PFF: 1st Tm,PalmAs99
ST,Lorenzo Alexander,WAS,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,34,2.5,0,FW: 1st Tm All-Conf.,AlexLo99
ST,Johnson Bademosi,CLE,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0,PFF: 2nd Tm,BadeJo00
PK,Blair Walsh,MIN,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,WalsBl00
PK,Phil Dawson,CLE,37,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,dawsophi01
