Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
C,Jeremy Newberry,SFO,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,NewbJe00
LLB,LaVar Arrington,WAS,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,70,11.0,0,FW: 1st Tm All-Conf.,ArriLa00
RB,Tiki Barber,NYG,27,5,16,15,0,0,0,0,0,304,1387,11,69,597,0,0,0.0,0,FW: 1st Tm All-Conf.,BarbTi00
WR,Randy Moss,MIN,25,4,16,16,1,3,13,1,0,6,51,0,106,1347,7,0,0.0,0,FW: 1st Tm All-Conf.,MossRa00
RB,Chad Morton,NYJ,25,2,16,0,0,0,0,0,0,4,8,0,3,19,0,7,0.0,0,FW: 1st Tm All-Conf.,MortCh00
RB,Deuce McAllister,NOR,24,1,15,15,0,0,0,0,0,325,1388,13,47,352,3,0,0.0,0,FW: 1st Tm All-Conf.,McAlDe00
RDE,John Abraham,NYJ,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,49,10.0,0,FW: 1st Tm All-Conf.,AbraJo00
FS,Lance Schulters,TEN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,73,2.0,6,FW: 1st Tm All-Conf.,SchuLa00
RDE,Richard Seymour,NWE,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,33,5.5,1,FW: 1st Tm All-Conf.,SeymRi00
RG,Ron Stone,SFO,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf.,StonRo00
LB,Larry Izzo,NWE,28,6,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0,FW: 1st Tm All-Conf.,IzzoLa00
LDE,Gary Walker,HOU,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,37,6.5,0,FW: 1st Tm All-Conf.,WalkGa00
