Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
QB,Tom Brady,NWE,33,10,16,16,324,492,3900,36,4,31,30,1,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,BradTo00
QB,Matt Ryan,ATL,25,2,16,16,357,571,3705,28,9,46,122,0,0,0,0,0,0.0,0,PFF: 1st Tm,RyanMa00
QB,Michael Vick,PHI,30,9,12,12,233,372,3018,21,6,100,676,9,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,VickMi00
QB,Aaron Rodgers,GNB,27,5,15,15,312,475,3922,28,11,64,356,4,0,0,0,0,0.0,0,PFF: 2nd Tm,RodgAa00
RB,Jamaal Charles,KAN,24,2,16,6,0,0,0,0,0,230,1467,5,45,468,3,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,CharJa00
RB,Arian Foster,HOU,24,1,16,13,0,0,0,0,0,327,1616,16,66,604,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,FostAr00
RB,Maurice Jones-Drew,JAX,25,4,14,14,0,1,0,0,1,299,1324,5,34,317,2,0,0.0,0,SN: 1st Tm,DrewMa00
RB,Adrian Peterson,MIN,25,3,15,15,0,0,0,0,0,283,1298,12,36,341,1,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,PeteAd01
RB,Michael Turner,ATL,28,6,16,15,0,0,0,0,0,334,1371,12,12,85,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,TurnMi00
FB,Ovie Mughelli,ATL,30,7,16,6,0,0,0,0,0,13,36,0,13,126,1,6,0.0,0,PFF: 1st Tm AP: 2nd Tm,MughOv00
FB,Vonta Leach,HOU,29,6,16,5,0,0,0,0,0,0,0,0,8,91,0,6,0.0,0,AP: 1st Tm,LeacVo00
FB,Greg Jones,JAX,29,6,16,13,0,0,0,0,0,2,4,0,11,47,0,1,0.0,0,PFF: 2nd Tm,JoneGr01
WR,Roddy White,ATL,29,5,16,16,0,0,0,0,0,1,3,0,115,1389,10,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,WhitRo00
WR,Andre Johnson,HOU,29,7,13,13,0,0,0,0,0,2,10,0,86,1216,8,0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm SN: 1st Tm,JohnAn02
WR,Reggie Wayne,IND,32,9,16,16,0,0,0,0,0,0,0,0,111,1355,6,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,WaynRe00
WR,Brandon Lloyd,DEN,29,7,16,11,0,0,0,0,0,1,-18,0,77,1448,11,0,0.0,0,PFF: 1st Tm AP: 2nd Tm,LloyBr00
WR,Calvin Johnson,DET,25,3,15,15,0,0,0,0,0,4,32,0,77,1120,12,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,JohnCa00
WR,Dwayne Bowe,KAN,26,3,16,16,0,0,0,0,0,1,4,0,72,1162,15,0,0.0,0,AP: 2nd Tm,BoweDw00
