Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
RLB,Lance Briggs,CHI,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,85,2.0,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,BrigLa99
RB,Tiki Barber,NYG,30,8,16,16,0,1,0,0,0,357,1860,9,54,530,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,BarbTi00
MLB,Al Wilson,DEN,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,62,3.0,0,FW: 1st Tm All-Conf. AP: 1st Tm SN: 1st Tm,WilsAl00
NT,Jamal Williams,SDG,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm SN: 1st Tm,WillJa99
RT,Willie Anderson,CIN,30,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,AndeWi00
LDE,Michael Strahan,NYG,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,61,11.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,StraMi02
LT,Willie Roaf,KAN,35,12,10,10,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,RoafWi00
RLB,Cato June,IND,26,2,13,13,0,0,0,0,0,0,0,0,0,0,0,68,0.0,5,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm,JuneCa99
RCB,Nathan Vasher,CHI,24,1,16,15,0,0,0,0,0,0,0,0,0,0,0,40,0.0,8,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm,VashNa99
LCB,Deltha O'Neal,CIN,28,5,15,14,0,0,0,0,0,0,0,0,0,0,0,56,0.0,10,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,ONeaDe00
LDT,Roderick Coleman,ATL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,35,10.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm,ColeRo99
WR,Antwaan Randle El,PIT,26,3,16,15,3,3,67,1,0,12,73,0,35,558,1,0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm,RandAn00
FS,Bob Sanders,IND,24,1,14,14,0,0,0,0,0,0,0,0,0,0,0,72,0.0,1,FW: 1st Tm All-Conf. AP: 1st Tm,SandBo99
C,Jeff Saturday,IND,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm,SatuJe55
RLB,Derrick Brooks,TAM,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,93,3.0,1,FW: 1st Tm All-Conf. AP: 1st Tm,BrooDe00
RCB,Ronde Barber,TAM,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,83,2.0,5,FW: 1st Tm All-Conf. AP: 1st Tm,BarbRo00
WR,David Tyree,NYG,25,2,13,0,0,0,0,0,0,0,0,0,5,52,1,13,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm,TyreDa00
LDT/RDT,Marcus Stroud,JAX,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,32,1.0,0,SN: 1st Tm,StroMa01
LOLB,Shawne Merriman,SDG,21,Rook,15,10,0,0,0,0,0,0,0,0,0,0,0,43,10.0,0,SN: 1st Tm,MerrSh99
RB,B.J. Sams,BAL,25,1,14,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,SN: 1st Tm,SamsB.00
P,Josh Bidwell,TAM,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,BidwJo20
ROLB,Joey Porter,PIT,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,39,10.5,2,FW: 1st Tm All-Conf. AP: 2nd Tm,PortJo00
SS,Mike Brown,CHI,27,5,12,12,0,0,0,0,0,0,0,0,0,0,0,63,1.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm,BrowMi99
RDE,Derrick Burgess,OAK,27,4,16,12,0,0,0,0,0,0,0,0,0,0,0,52,16.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,BurgDe99
WR,Santana Moss,WAS,26,4,16,16,0,0,0,0,0,3,-3,0,84,1483,9,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,MossSa00
K,Shayne Graham,CIN,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,grahasha01
RB,Larry Johnson,KAN,26,2,16,9,0,0,0,0,0,336,1750,20,33,343,1,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,JohnLa00
RG,Will Shields,KAN,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,ShieWi00
WR,Marvin Harrison,IND,33,9,15,15,0,0,0,0,0,0,0,0,82,1146,12,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,HarrMa00
RDT,Tommie Harris,CHI,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,29,3.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,HarrTo99
RB,Edgerrin James,IND,27,6,15,15,0,0,0,0,0,360,1506,13,44,337,1,0,0.0,0,FW: 1st Tm All-Conf.,JameEd00
TE,Chris Cooley,WAS,23,1,16,16,0,0,0,0,0,0,0,0,71,774,7,0,0.0,0,FW: 1st Tm All-Conf.,CoolCh00
QB,Matt Hasselbeck,SEA,30,6,16,16,294,449,3459,24,9,36,124,1,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,HassMa00
RB,Reno Mahe,PHI,25,2,15,0,0,0,0,0,0,20,87,0,12,68,0,5,0.0,0,FW: 1st Tm All-Conf.,MaheRe00
DB,Hanik Milligan,SDG,26,1,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0,FW: 1st Tm All-Conf.,MillHa99
LT,Orlando Pace,STL,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,PaceOr00
LG,Mike Wahle,CAR,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,WahlMi55
WR,Koren Robinson,MIN,25,4,14,5,0,0,0,0,0,4,27,1,22,347,1,,0.0,0,FW: 1st Tm All-Conf.,RobiKo00
