Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
G,Logan Mankins,NWE,25,2,16,16,0,0,0,0,0,0,0,0,1,-9,0,,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm,MankLo20
G,Alan Faneca,PIT,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm,FaneAl00
G,Shawn Andrews,PHI,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,AndrSh55
G,Leonard Davis,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm,DaviLe21
C,Jeff Saturday,IND,32,8,16,16,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,SatuJe55
C,Matt Birk,MIN,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,BirkMa00
C,Dan Koppen,NWE,28,4,15,15,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm,KoppDa20
DE,Jared Allen,KAN,25,3,14,14,0,0,0,0,0,0,0,0,2,3,2,56,15.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,AlleJa22
DE,Patrick Kerney,SEA,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,51,14.5,1,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,KernPa99
DE,Mario Williams,HOU,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,43,14.0,0,AP: 2nd Tm SN: 1st Tm,WillMa22
DE,Aaron Kampman,GNB,28,5,15,15,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,KampAa99
DE,Kyle Vanden Bosch,TEN,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0,FW: 1st Tm All-Conf.,VandKy99
DT,Kevin Williams,MIN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,30,3.0,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,WillKe98
DT,Albert Haynesworth,TEN,26,5,13,12,0,0,0,0,0,0,0,0,0,0,0,32,6.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,HaynAl20
DT,Vince Wilfork,NWE,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,36,2.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,WilfVi20
DT,Pat Williams,MIN,35,10,16,16,0,0,0,0,0,0,0,0,0,0,0,44,2.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,WillPa20
OLB,DeMarcus Ware,DAL,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,60,14.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,WareDe99
OLB,Mike Vrabel,NWE,32,10,16,15,0,0,0,0,0,0,0,0,2,3,2,56,12.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,VrabMi20
OLB,James Harrison,PIT,29,5,16,16,0,0,0,0,0,0,0,0,0,0,0,76,8.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm,HarrJa23
OLB,Julian Peterson,SEA,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,63,9.5,2,FW: 1st Tm All-Conf.,PeteJu00
OLB,Shawne Merriman,SDG,23,2,15,15,0,0,0,0,0,0,0,0,0,0,0,54,12.5,0,AP: 2nd Tm,MerrSh99
ILB,Lofa Tatupu,SEA,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,83,1.0,4,AP: 1st Tm,TatuLo99
ILB,Nick Barnett,GNB,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,102,3.5,2,AP: 2nd Tm,BarnNi20
MLB,Patrick Willis,SFO,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,136,4.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,WillPa98
MLB,DeMeco Ryans,HOU,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,98,2.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,RyanDe20
CB,Asante Samuel,NWE,26,4,16,14,0,0,0,0,0,0,0,0,0,0,0,43,0.0,6,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,SamuAs20
CB,Antonio Cromartie,SDG,23,1,16,8,0,0,0,0,0,0,0,0,0,0,0,39,0.0,10,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,CromAn20
CB,Marcus Trufant,SEA,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,78,0.0,7,FW: 1st Tm All-Conf. SN: 1st Tm,TrufMa20
CB,Al Harris,GNB,33,9,16,16,0,0,0,0,0,0,0,0,0,0,0,33,0.0,2,FW: 1st Tm All-Conf. AP: 2nd Tm,HarrAl21
CB,Champ Bailey,DEN,29,8,15,15,0,0,0,0,0,0,0,0,0,0,0,71,0.0,3,AP: 2nd Tm,BailCh00
S,Bob Sanders,IND,26,3,15,15,0,0,0,0,0,0,0,0,0,0,0,72,3.5,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,SandBo99
S,Ed Reed,BAL,29,5,16,16,0,0,0,0,0,0,0,0,0,0,0,29,0.0,7,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,ReedEd00
S,Darren Sharper,MIN,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,4,FW: 1st Tm All-Conf. AP: 2nd Tm,SharDa00
S,Jermaine Phillips,TAM,28,5,15,15,0,0,0,0,0,0,0,0,0,0,0,70,1.0,4,FW: 1st Tm All-Conf.,PhilJe20
S,Troy Polamalu,PIT,26,4,11,11,0,0,0,0,0,0,0,0,0,0,0,45,0.0,0,AP: 2nd Tm,PolaTr99
S,Sean Taylor,WAS,24,3,9,9,0,0,0,0,0,0,0,0,0,0,0,31,0.0,5,AP: 2nd Tm,TaylSe20
K,Phil Dawson,CLE,32,8,16,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,AP: 2nd Tm,dawsophi01
P,Andy Lee,SFO,25,3,16,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,LeexAn20
P,Shane Lechler,OAK,31,7,16,0,0,0,0,0,0,1,-4,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,LechSh20
PR,Roscoe Parrish,BUF,25,2,16,3,0,0,0,0,0,3,19,1,35,352,1,0,0.0,0,FW: 1st Tm All-Conf.,ParrRo00
KR,Devin Hester,CHI,25,1,16,0,0,0,0,0,0,7,-10,0,20,299,2,0,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,HestDe99
KR,Josh Cribbs,CLE,24,2,16,2,0,0,0,0,0,9,61,0,3,37,0,17,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm SN: 1st Tm,CribJo01
ST,Kassim Osgood,SDG,27,4,16,0,0,0,0,0,0,0,0,0,2,23,0,12,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm,OsgoKa00
ST,Brendon Ayanbadejo,CHI,31,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,FW: 1st Tm All-Conf.,AyanBr99
PK,Rob Bironas,TEN,29,2,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,bironrob01
K,Kris Brown,HOU,31,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm,brownkri01
RLB,Keith Bulluck,TEN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,68,0.0,5,FW: 1st Tm,BullKe00
C,Kevin Mawae,TEN,36,13,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm,MawaKe00
LDE,Ty Warren,NWE,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,34,4.0,0,FW: 1st Tm,WarrTy20
RB,Leon Washington,NYJ,25,1,16,4,1,1,36,0,0,71,353,3,36,213,0,0,0.0,0,FW: 1st Tm,WashLe00
C,Andre Gurode,DAL,29,5,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,SN: 1st Tm,GuroAn20
PK,Nick Folk,DAL,23,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf.,FolkNi20
