Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
DE,Mario Williams,BUF,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,28,13.0,0,AP: 2nd Tm,WillMa22
DT,Gerald McCoy,TAM,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,35,9.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,McCoGe99
DT,Ndamukong Suh,DET,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,36,5.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,SuhxNd99
DT,Kyle Williams,BUF,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,42,10.5,0,SN: 1st Tm,WillKy20
DT,Jurrell Casey,TEN,24,2,15,14,0,0,0,0,0,0,0,0,0,0,0,38,10.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,CaseJu00
DT,Dontari Poe,KAN,23,1,15,15,0,0,0,0,0,0,0,0,0,0,0,43,4.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,PoexDo00
DT,Muhammad Wilkerson,NYJ,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,43,10.5,1,AP: 2nd Tm,WilkMu00
DT,Justin Smith,SFO,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,32,6.5,0,AP: 2nd Tm,SmitJu20
NT,Marcell Dareus,BUF,23,2,16,14,0,0,0,0,0,0,0,0,0,0,0,46,7.5,0,PFF: 1st Tm,DareMa00
OLB,Robert Mathis,IND,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,44,19.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,MathRo20
OLB,Lavonte David,TAM,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,107,7.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,DaviLa00
OLB,Ahmad Brooks,SFO,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,52,8.5,1,FW: 1st Tm All-Conf. AP: 2nd Tm,BrooAh21
OLB,Justin Houston,KAN,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,41,11.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,HousJu00
OLB,Tamba Hali,KAN,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,39,11.0,1,AP: 2nd Tm,HaliTa20
ILB,NaVorro Bowman,SFO,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,120,5.0,2,AP: 1st Tm PFF: 2nd Tm SN: 1st Tm,BowmNa99
ILB,Karlos Dansby,ARI,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,114,6.5,4,AP: 2nd Tm,DansKa20
MLB,Luke Kuechly,CAR,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,93,2.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,KuecLu00
MLB,Vontaze Burfict,CIN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,114,3.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm,BurfVo00
LB,Patrick Willis,SFO,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,82,3.0,0,PFF: 1st Tm,WillPa98
LB,Thomas Davis,CAR,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,85,4.0,2,PFF: 2nd Tm,DaviTh20
CB,Richard Sherman,SEA,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,38,0.0,8,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,SherRi00
CB,Patrick Peterson,ARI,23,2,16,16,1,1,17,0,0,4,21,0,6,54,0,40,0.0,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,PetePa00
CB,Joe Haden,CLE,24,3,15,15,0,0,0,0,0,0,0,0,0,0,0,43,0.0,4,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,HadeJo99
CB,Brent Grimes,MIA,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,52,0.0,4,FW: 1st Tm All-Conf. PFF: 1st Tm,GrimBr20
CB,Tyrann Mathieu,ARI,21,Rook,13,11,0,0,0,0,0,0,0,0,0,0,0,65,1.0,2,PFF: 1st Tm,MathTy00
CB,Darrelle Revis,TAM,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,43,1.0,2,PFF: 1st Tm,ReviDa99
CB,Chris Harris Jr.,DEN,24,2,16,15,0,0,0,0,0,0,0,0,0,0,0,58,0.0,3,PFF: 2nd Tm,HarrCh01
CB,Aqib Talib,NWE,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,35,0.0,4,AP: 2nd Tm,TaliAq99
CB,Alterraun Verner,TEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,5,AP: 2nd Tm,VernAl99
S,Eric Berry,KAN,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,66,3.5,3,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,BerrEr99
S,Earl Thomas,SEA,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,78,0.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,ThomEa99
S,Devin McCourty,NWE,26,3,15,15,0,0,0,0,0,0,0,0,0,0,0,48,0.0,1,AP: 2nd Tm PFF: 1st Tm,McCoDe99
S,Donte Whitner,SFO,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,2,FW: 1st Tm All-Conf. PFF: 2nd Tm,WhitDo20
S,Eric Weddle,SDG,28,6,16,16,0,0,0,0,0,2,4,0,0,0,0,88,1.0,2,FW: 1st Tm All-Conf. AP: 2nd Tm,WeddEr99
S,T.J. Ward,CLE,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,75,1.5,2,AP: 2nd Tm,WardT.99
S,Antrel Rolle,NYG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,80,2.0,6,AP: 2nd Tm,RollAn20
S,Kam Chancellor,SEA,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,65,0.0,3,AP: 2nd Tm,ChanKa99
S,Jairus Byrd,BUF,27,4,11,9,0,0,0,0,0,0,0,0,0,0,0,37,1.0,4,AP: 2nd Tm,ByrdJa99
K,Nick Folk,NYJ,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 1st Tm,FolkNi20
K,Matt Prater,DEN,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm,PratMa20
P,Johnny Hekker,STL,23,1,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,HekkJo00
P,Brandon Fields,MIA,29,6,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,FielBr20
P,Thomas Morstead,NOR,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,PFF: 2nd Tm,MorsTh00
PR,Dexter McCluster,KAN,24,3,15,6,0,0,0,0,0,8,5,0,53,511,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,McClDe00
PR,Golden Tate,SEA,25,3,16,13,0,0,0,0,0,3,31,0,64,898,5,0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm,TateGo00
KR,Cordarrelle Patterson,MIN,22,Rook,16,6,0,0,0,0,0,12,158,3,45,469,4,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,PattCo00
KR,Quintin Demps,KAN,28,5,16,6,0,0,0,0,0,0,0,0,0,0,0,24,0.0,4,FW: 1st Tm All-Conf. PFF: 2nd Tm,DempQu99
ST,Justin Bethel,ARI,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm PFF: 1st Tm,BethJu00
ST,Matthew Slater,NWE,28,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,FW: 1st Tm All-Conf.,SlatMa00
ST,Jeremy Lane,SEA,23,1,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,PFF: 2nd Tm,LaneJe00
PK,Justin Tucker,BAL,24,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,TuckJu00
PK,Stephen Hauschka,SEA,28,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf.,HausSt00
