Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
DB,Chris Harris Jr.,DEN,27,5,16,15,0,0,0,0,0,0,0,0,0,0,0,57,0.0,2,AP: 1st Tm PFF: 1st Tm,HarrCh01
DB,Dominique Rodgers-Cromartie,NYG,30,8,15,9,0,0,0,0,0,0,0,0,0,0,0,41,1.0,6,AP: 2nd Tm PFF: 2nd Tm,RodgDo99
S,Landon Collins,NYG,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,100,4.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,CollLa00
S,Eric Berry,KAN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,62,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,BerrEr99
S,Eric Weddle,BAL,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,48,1.0,4,PFF: 1st Tm,WeddEr99
S,Devin McCourty,NWE,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,67,0.0,1,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,McCoDe99
S,Ha Ha Clinton-Dix,GNB,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,62,0.5,5,FW: 1st Tm All-Conf. AP: 2nd Tm,ClinHa00
S,Kam Chancellor,SEA,28,6,12,12,0,0,0,0,0,0,0,0,0,0,0,51,0.0,2,PFF: 2nd Tm,ChanKa99
P,Johnny Hekker,LAR,26,4,16,0,1,2,4,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,HekkJo00
P,Pat McAfee,IND,29,7,16,0,1,1,35,0,0,1,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm SN: 1st Tm,McAfPa44
P,Marquette King,OAK,28,3,16,0,0,0,0,0,0,2,27,0,0,0,0,1,0.0,0,AP: 2nd Tm,KingMa00
PR,Marcus Sherels,MIN,29,6,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,FW: 1st Tm All-Conf.,SherMa20
PR,Jamison Crowder,WAS,23,1,16,9,0,0,0,0,0,2,-2,0,67,847,7,0,0.0,0,PFF: 2nd Tm,CrowJa00
KR,Tyreek Hill,KAN,22,Rook,16,1,0,0,0,0,0,24,267,3,61,593,6,4,0.0,0,FW: 1st Tm All-Conf. FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,HillTy00
KR,Cordarrelle Patterson,MIN,25,3,16,8,0,0,0,0,0,7,43,0,52,453,2,4,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,PattCo00
KR,Tyler Lockett,SEA,24,1,15,9,0,0,0,0,0,6,114,1,41,597,1,0,0.0,0,AP: 2nd Tm PFF: 1st Tm,LockTy00
KR,Alex Erickson,CIN,24,Rook,16,0,0,0,0,0,0,0,0,0,6,71,0,0,0.0,0,PFF: 2nd Tm,EricAl01
ST,Matthew Slater,NWE,31,8,13,0,0,0,0,0,0,1,5,0,0,0,0,4,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,SlatMa00
ST,Eric Murray,KAN,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,PFF: 1st Tm,MurrEr00
ST,Dwayne Harris,NYG,29,5,16,1,0,0,0,0,0,0,0,0,1,13,1,8,0.0,0,FW: 1st Tm All-Conf.,HarrDw00
ST,Nate Ebner,NWE,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,AP: 2nd Tm,EbneNa00
ST,Cody Davis,LAR,27,3,15,3,0,0,0,0,0,0,0,0,0,0,0,9,0.0,1,PFF: 2nd Tm,DaviCo02
PK,Justin Tucker,BAL,27,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,TuckJu00
PK,Matt Bryant,ATL,41,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. PFF: 2nd Tm,bryanmat01
EDGE,Cameron Jordan,NOR,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,40,7.5,0,PFF: 2nd Tm,JordCa00
EDGE,Cameron Wake,MIA,34,7,16,11,0,0,0,0,0,0,0,0,0,0,0,22,11.5,1,AP: 2nd Tm,WakeCa00
EDGE,Olivier Vernon,NYG,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,46,8.5,0,AP: 2nd Tm,VernOl00
