Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
QB,Patrick Mahomes,KAN,27,5,17,17,435,648,5250,41,12,61,358,4,1,6,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 1st Tm SN: 1st Tm,MahoPa00
QB,Jalen Hurts,PHI,24,2,15,15,306,460,3701,22,6,165,760,13,0,0,0,2,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,HurtJa00
QB,Joe Burrow,CIN,26,2,16,16,414,606,4475,35,12,75,257,5,0,0,0,0,0.0,0,PFF: 2nd Tm,BurrJo01
RB,Josh Jacobs,LVR,24,3,17,17,0,0,0,0,0,340,1653,12,53,400,0,2,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 1st Tm,JacoJo01
RB,Nick Chubb,CLE,27,4,17,17,0,0,0,0,0,302,1525,12,27,239,1,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm FW: 1st Tm PFF: 2nd Tm,ChubNi00
RB,Saquon Barkley,NYG,25,4,16,16,0,0,0,0,0,295,1312,10,57,338,0,0,0.0,0,FW: 1st Tm All-Conf. SN: 1st Tm,BarkSa00
RB,Derrick Henry,TEN,28,6,16,16,2,2,4,1,0,349,1538,13,33,398,0,0,0.0,0,SN: 1st Tm,HenrDe00
RB,Christian McCaffrey,2TM,26,5,17,16,1,1,34,1,0,244,1139,8,85,741,5,0,0.0,0,FW: 1st Tm All-Conf.,McCaCh01
FB,Kyle Juszczyk,SFO,31,9,16,12,0,0,0,0,0,7,26,1,19,200,1,1,0.0,0,NFLPA: 1st Tm,JuszKy00
WR,Justin Jefferson,MIN,23,2,17,17,2,2,34,0,0,4,24,1,128,1809,8,2,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm NFLPA: 1st Tm PFF: 1st Tm SN: 1st Tm,JeffJu00
WR,Davante Adams,LVR,30,8,17,17,0,0,0,0,0,3,-1,0,100,1516,14,1,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm NFLPA: 1st Tm PFF: 1st Tm SN: 1st Tm,AdamDa01
WR,Tyreek Hill,MIA,28,6,17,17,0,0,0,0,0,7,32,1,119,1710,7,4,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,HillTy00
WR,A.J. Brown,PHI,25,3,17,16,0,0,0,0,0,0,0,0,88,1496,11,2,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm,BrowAJ00
WR,Stefon Diggs,BUF,29,7,16,16,0,0,0,0,0,1,-3,0,108,1429,11,0,0.0,0,AP: 2nd Tm PFF: 2nd Tm,DiggSt00
WR,CeeDee Lamb,DAL,23,2,17,17,0,0,0,0,0,10,47,0,107,1359,9,2,0.0,0,AP: 2nd Tm,LambCe00
WR,Amon-Ra St. Brown,DET,23,1,16,16,0,0,0,0,0,9,95,0,106,1161,6,0,0.0,0,PFF: 2nd Tm,StxxAm00
